trace_file,num_of_steps,success,done,total_reward,error,early_stop,total_prompt_token,total_in_token_accumulated,total_in_token_message_accumulated,total_out_token_accumulated,total_history_token,total_hint_prompt_token,total_hint_completion_token,expert_difficulty,category
fixed_79.json,5,0,1,0.3333333333333333,0,1,554,3353,3353,72,1019,,,6.073,beauty
fixed_80.json,6,0,1,0.75,0,1,554,4303,4303,79,1012,,,7.673,fashion
fixed_81.json,4,1,1,1.0,0,1,554,2488,2488,56,1005,,,4.473,beauty
fixed_82.json,6,0,1,0.4,0,1,554,5590,5590,128,1400,,,7.673,electronics
fixed_83.json,15,0,0,0.0,1,0,554,17727,17727,274,1569,,,15.073,electronics
fixed_84.json,4,0,1,0.0,0,1,554,2332,2332,47,932,,,4.473,beauty
fixed_85.json,4,0,1,0.5,0,1,554,2195,2195,47,858,,,4.473,food
fixed_86.json,7,0,1,0.1,1,1,554,5214,5214,105,1041,,,10.073,fashion
fixed_87.json,4,1,1,1.0,0,1,554,2334,2334,51,933,,,4.473,beauty
fixed_88.json,5,1,1,1.0,0,1,554,3271,3271,62,960,,,6.073,food
fixed_89.json,5,0,1,0.6666666666666666,0,1,554,3261,3261,59,954,,,6.073,electronics
fixed_90.json,6,0,1,0.75,1,1,554,4400,4400,82,1023,,,7.673,electronics
fixed_91.json,4,1,1,1.0,0,1,554,2333,2333,51,928,,,4.473,furniture
fixed_92.json,6,0,1,0.5,0,1,554,4251,4251,84,994,,,7.673,fashion
fixed_93.json,6,1,1,1.0,0,1,554,4153,4153,76,966,,,7.673,fashion
fixed_94.json,6,1,1,1.0,0,1,554,4175,4175,79,984,,,7.673,food
fixed_95.json,4,1,1,1.0,0,1,554,2312,2312,49,923,,,4.473,beauty
fixed_96.json,7,1,1,1.0,1,1,554,5666,5666,95,1204,,,8.873,fashion
fixed_97.json,6,1,1,1.0,0,1,554,4264,4264,88,1009,,,7.673,food
fixed_98.json,4,1,1,1.0,0,1,554,2355,2355,47,942,,,4.473,food
fixed_99.json,6,0,1,0.5,0,1,554,5843,5843,89,1528,,,7.673,fashion
fixed_100.json,8,0,1,0.75,1,1,554,7407,7407,160,1365,,,11.073,furniture
fixed_101.json,6,0,1,0.75,0,1,554,4431,4431,91,1051,,,7.673,food
fixed_102.json,5,1,1,1.0,0,1,554,3267,3267,63,959,,,6.073,fashion
fixed_103.json,4,1,1,1.0,0,1,554,2334,2334,48,937,,,4.473,beauty
fixed_104.json,5,1,1,1.0,0,1,554,3215,3215,64,936,,,6.073,furniture
fixed_105.json,6,1,1,1.0,0,1,554,5479,5479,85,1400,,,7.673,food
fixed_106.json,6,0,1,0.5,0,1,554,4721,4721,109,1167,,,7.673,furniture
fixed_107.json,5,0,1,0.5,0,1,554,3193,3193,66,932,,,6.073,furniture
fixed_108.json,5,1,1,1.0,0,1,554,3485,3485,71,1044,,,6.073,beauty
fixed_109.json,6,0,1,0.6666666666666666,0,1,554,4562,4562,86,1093,,,7.673,furniture
fixed_110.json,5,1,1,1.0,0,1,554,3299,3299,70,989,,,6.073,furniture
fixed_111.json,6,0,1,0.0,0,1,554,4986,4986,85,1226,,,7.673,beauty
fixed_112.json,6,1,1,1.0,0,1,554,4736,4736,96,1133,,,7.673,food
fixed_113.json,6,1,1,1.0,0,1,554,4601,4601,91,1112,,,7.673,food
fixed_114.json,7,0,1,0.6666666666666666,1,1,554,4977,4977,87,957,,,9.273,fashion
fixed_115.json,5,1,1,1.0,0,1,554,3406,3406,66,1015,,,6.073,furniture
fixed_116.json,5,0,1,0.0,0,1,554,3593,3593,76,1111,,,6.073,furniture
fixed_117.json,6,0,1,0.1,0,1,554,4360,4360,82,1039,,,7.673,fashion
fixed_118.json,4,0,1,0.5,0,1,554,2307,2307,46,921,,,4.473,beauty
fixed_119.json,6,0,1,0.75,0,1,554,4272,4272,87,1011,,,7.673,fashion
fixed_120.json,6,1,1,1.0,0,1,554,4363,4363,83,1036,,,7.673,furniture
fixed_121.json,5,1,1,1.0,0,1,554,3572,3572,67,1090,,,6.073,beauty
fixed_122.json,6,0,1,0.75,1,1,554,4248,4248,96,1035,,,8.473,furniture
fixed_123.json,5,0,1,0.1,0,1,554,3348,3348,64,1000,,,6.073,fashion
fixed_124.json,5,1,1,1.0,0,1,554,3370,3370,65,998,,,6.073,beauty
fixed_125.json,5,1,1,1.0,0,1,554,3423,3423,66,995,,,6.073,electronics
fixed_126.json,4,1,1,1.0,0,1,554,2263,2263,52,895,,,4.473,furniture
fixed_127.json,5,0,1,0.6666666666666666,1,1,554,3479,3479,72,1077,,,6.873,electronics
fixed_128.json,6,0,1,0.0666666666666666,1,1,554,4173,4173,82,1004,,,8.473,food
fixed_129.json,6,1,1,1.0,0,1,554,4100,4100,77,956,,,7.673,food
fixed_130.json,15,0,0,0.0,1,0,554,18678,18678,369,1679,,,20.373,electronics
fixed_131.json,5,1,1,1.0,0,1,554,3736,3736,74,1170,,,6.073,beauty
fixed_132.json,5,1,1,1.0,0,1,554,3597,3597,66,1115,,,6.073,beauty
fixed_133.json,7,0,1,0.0,1,1,554,5503,5503,101,1125,,,10.073,fashion
fixed_134.json,15,0,0,0.0,1,0,554,23211,23211,287,2106,,,18.973,electronics
fixed_135.json,6,1,1,1.0,1,1,554,4391,4391,110,1056,,,9.273,fashion
fixed_136.json,4,0,1,0.0,0,1,554,2306,2306,48,925,,,4.473,fashion
fixed_137.json,4,0,1,0.6666666666666666,0,1,554,2423,2423,54,979,,,4.473,beauty
fixed_138.json,5,0,1,0.8,0,1,554,3637,3637,66,1107,,,6.073,food
fixed_139.json,4,0,1,0.75,0,1,554,2364,2364,56,955,,,4.473,food
fixed_140.json,4,0,1,0.75,0,1,554,2361,2361,47,944,,,4.473,beauty
fixed_141.json,6,0,1,0.6666666666666666,1,1,554,4452,4452,87,1069,,,8.473,furniture
fixed_142.json,11,0,1,0.08,1,1,554,12532,12532,160,1764,,,11.373,food
fixed_143.json,6,0,1,0.75,0,1,554,4785,4785,90,1183,,,7.673,beauty
fixed_144.json,5,1,1,1.0,0,1,554,3794,3794,63,1207,,,6.073,electronics
fixed_145.json,6,1,1,1.0,1,1,554,4488,4488,134,1074,,,7.673,food
fixed_146.json,5,1,1,1.0,0,1,554,3380,3380,72,1020,,,6.073,electronics
fixed_147.json,6,1,1,1.0,0,1,554,4400,4400,78,1022,,,7.673,fashion
fixed_148.json,6,1,1,1.0,1,1,554,4309,4309,102,1027,,,8.473,beauty
fixed_149.json,4,1,1,1.0,0,1,554,2444,2444,54,994,,,4.473,beauty
fixed_150.json,4,1,1,1.0,0,1,554,2313,2313,50,926,,,4.473,beauty
fixed_151.json,6,1,1,1.0,1,1,554,4477,4477,85,1194,,,7.873,furniture
fixed_152.json,6,0,1,0.5,1,1,554,4448,4448,86,1051,,,7.673,furniture
fixed_153.json,15,0,0,0.0,1,0,554,26668,26668,242,2694,,,15.573,food
fixed_154.json,6,0,1,0.3333333333333333,1,1,554,4475,4475,92,1055,,,7.673,furniture
fixed_155.json,4,0,1,0.0,0,1,554,2394,2394,47,975,,,4.473,food
fixed_156.json,5,0,1,0.8,0,1,554,3345,3345,71,986,,,6.073,food
fixed_157.json,5,0,1,0.8,0,1,554,3287,3287,72,972,,,6.073,furniture
fixed_158.json,4,0,1,0.6666666666666666,0,1,554,2163,2163,49,838,,,4.473,beauty
fixed_159.json,4,1,1,1.0,0,1,554,2447,2447,54,990,,,4.473,beauty
fixed_160.json,4,1,1,1.0,0,1,554,2270,2270,52,901,,,4.473,furniture
fixed_161.json,6,1,1,1.0,0,1,554,5313,5313,94,1357,,,7.673,fashion
fixed_162.json,5,0,1,0.3333333333333333,0,1,554,3498,3498,79,1059,,,6.073,furniture
fixed_163.json,6,0,1,0.75,0,1,554,4374,4374,88,1042,,,7.673,food
fixed_164.json,5,1,1,1.0,0,1,554,3212,3212,65,938,,,6.073,food
fixed_165.json,10,0,1,0.6666666666666666,1,1,554,10422,10422,176,1576,,,12.473,fashion
fixed_166.json,7,0,1,0.75,1,1,554,5907,5907,111,1273,,,9.473,furniture
fixed_167.json,5,0,1,0.5,0,1,554,3389,3389,67,1026,,,6.073,electronics
fixed_168.json,5,0,1,0.6666666666666666,0,1,554,3315,3315,61,975,,,6.073,beauty
fixed_169.json,5,0,1,0.6666666666666666,0,1,554,3228,3228,61,944,,,6.073,electronics
fixed_170.json,6,0,1,0.5,1,1,554,4747,4747,85,1132,,,7.673,electronics
fixed_171.json,15,0,0,0.0,1,0,554,18040,18040,235,1728,,,14.773,food
fixed_172.json,6,0,1,0.6666666666666666,0,1,554,4450,4450,84,1067,,,7.673,fashion
fixed_173.json,6,0,1,0.6666666666666666,0,1,554,4573,4573,84,1079,,,7.673,beauty
fixed_174.json,6,1,1,1.0,0,1,554,4891,4891,85,1180,,,7.673,fashion
fixed_175.json,5,0,1,0.25,0,1,554,3341,3341,64,984,,,6.073,fashion
fixed_176.json,5,0,1,0.6666666666666666,0,1,554,3383,3383,63,1002,,,6.073,furniture
fixed_177.json,4,1,1,1.0,0,1,554,2305,2305,50,920,,,4.473,beauty
fixed_178.json,4,1,1,1.0,0,1,554,2411,2411,48,978,,,4.473,beauty
fixed_179.json,5,1,1,1.0,0,1,554,3414,3414,68,1015,,,6.073,furniture
fixed_180.json,4,0,1,0.5,0,1,554,2264,2264,47,898,,,4.473,beauty
fixed_181.json,4,1,1,1.0,0,1,554,2405,2405,50,978,,,4.473,furniture
fixed_182.json,4,1,1,1.0,0,1,554,2243,2243,47,889,,,4.473,beauty
fixed_183.json,4,0,1,0.6666666666666666,0,1,554,2370,2370,50,952,,,4.473,furniture
fixed_184.json,6,1,1,1.0,0,1,554,4525,4525,86,1093,,,7.673,beauty
fixed_185.json,5,0,1,0.6666666666666666,0,1,554,3562,3562,68,1135,,,5.473,furniture
fixed_186.json,6,1,1,1.0,0,1,554,4542,4542,80,1094,,,7.673,beauty
fixed_187.json,15,0,0,0.0,1,0,554,27868,27868,270,3117,,,18.073,food
fixed_188.json,5,1,1,1.0,0,1,554,3459,3459,74,1041,,,6.073,furniture
fixed_189.json,7,1,1,1.0,1,1,554,5502,5502,94,1069,,,9.273,beauty
fixed_190.json,6,0,1,0.0,0,1,554,5009,5009,90,1243,,,7.673,beauty
fixed_191.json,5,1,1,1.0,0,1,554,3332,3332,61,992,,,6.073,fashion
fixed_192.json,15,0,0,0.0,1,0,554,18644,18644,792,1556,,,14.659,electronics
fixed_193.json,6,0,1,0.6,0,1,554,4531,4531,88,1092,,,7.673,fashion
fixed_194.json,5,1,1,1.0,0,1,554,3380,3380,92,1009,,,6.073,food
fixed_195.json,7,0,1,0.8,0,1,554,6453,6453,110,1300,,,9.273,electronics
fixed_196.json,5,1,1,1.0,0,1,554,3286,3286,62,963,,,6.073,electronics
fixed_197.json,6,0,1,0.8333333333333334,0,1,554,4870,4870,88,1165,,,7.673,food
fixed_198.json,4,0,1,0.6666666666666666,0,1,554,2354,2354,48,944,,,4.473,beauty
fixed_199.json,7,0,1,0.6666666666666666,1,1,554,6494,6494,104,1303,,,9.273,electronics
fixed_200.json,5,1,1,1.0,0,1,554,5119,5119,85,1815,,,6.073,electronics
fixed_201.json,5,1,1,1.0,0,1,554,3338,3338,63,997,,,6.073,food
fixed_202.json,6,1,1,1.0,0,1,554,4420,4420,94,1027,,,7.673,fashion
fixed_203.json,4,0,1,0.0333333333333333,0,1,554,2320,2320,56,942,,,4.473,electronics
fixed_204.json,7,0,1,0.6666666666666666,1,1,554,5627,5627,105,1164,,,10.073,food
fixed_205.json,15,0,0,0.0,1,0,554,27010,27010,228,3382,,,18.873,furniture
fixed_206.json,6,1,1,1.0,0,1,554,4637,4637,81,1123,,,7.673,fashion
fixed_207.json,5,1,1,1.0,0,1,554,3291,3291,58,967,,,6.073,electronics
fixed_208.json,5,0,1,0.6666666666666666,0,1,554,3227,3227,62,948,,,6.073,furniture
fixed_209.json,5,0,1,0.6666666666666666,0,1,554,3421,3421,63,1016,,,6.073,furniture
fixed_210.json,5,1,1,1.0,0,1,554,3297,3297,66,972,,,6.073,fashion
fixed_211.json,12,1,1,1.0,1,1,554,13630,13630,171,1721,,,14.173,furniture
fixed_212.json,4,1,1,1.0,0,1,554,2325,2325,49,935,,,4.473,electronics
fixed_213.json,4,1,1,1.0,0,1,554,2298,2298,51,916,,,4.473,beauty
fixed_214.json,7,0,1,0.75,1,1,554,5622,5622,116,1163,,,10.073,beauty
fixed_215.json,5,0,1,0.6666666666666666,0,1,554,3362,3362,70,990,,,6.073,beauty
fixed_216.json,6,0,1,0.75,1,1,554,4240,4240,80,986,,,7.673,fashion
fixed_217.json,7,1,1,1.0,1,1,554,6314,6314,133,1346,,,10.073,furniture
fixed_218.json,5,0,1,0.75,0,1,554,3509,3509,70,1042,,,6.073,electronics
fixed_219.json,4,1,1,1.0,0,1,554,2251,2251,47,892,,,4.473,beauty
fixed_220.json,6,0,1,0.0,0,1,554,4527,4527,94,1086,,,7.673,fashion
fixed_221.json,15,0,0,0.0,1,0,554,21137,21137,251,2215,,,16.173,furniture
fixed_222.json,7,0,1,0.6666666666666666,1,1,554,5504,5504,106,1098,,,10.073,furniture
fixed_223.json,6,1,1,1.0,0,1,554,4372,4372,94,1045,,,7.673,food
fixed_224.json,7,0,1,0.6,1,1,554,5758,5758,141,1149,,,9.673,fashion
fixed_225.json,5,0,1,0.6666666666666666,0,1,554,3073,3073,64,890,,,6.073,food
fixed_226.json,11,0,1,0.6666666666666666,1,1,554,10753,10753,176,1557,,,16.773,beauty
fixed_227.json,5,1,1,1.0,0,1,554,4137,4137,68,1367,,,6.073,furniture
fixed_228.json,4,1,1,1.0,0,1,554,2290,2290,51,905,,,4.473,food
fixed_229.json,15,0,0,0.0,1,0,554,25102,25102,353,2636,,,19.473,furniture
fixed_230.json,6,1,1,1.0,0,1,554,4246,4246,86,990,,,7.673,fashion
fixed_231.json,4,0,1,0.05,0,1,554,2336,2336,51,921,,,4.473,furniture
fixed_232.json,5,0,1,0.5,0,1,554,3619,3619,82,1117,,,6.073,furniture
fixed_233.json,15,0,0,0.0,1,0,554,15490,15490,396,1346,,,33.973,beauty
fixed_234.json,6,0,1,0.6,0,1,554,4827,4827,111,1171,,,7.673,food
fixed_235.json,4,0,1,0.0333333333333333,0,1,554,2272,2272,50,894,,,4.473,food
fixed_236.json,5,0,1,0.5,0,1,554,3342,3342,69,996,,,6.073,fashion
fixed_237.json,6,0,1,0.5,1,1,554,4336,4336,92,1060,,,8.473,beauty
fixed_238.json,4,0,1,0.6666666666666666,0,1,554,2283,2283,49,898,,,4.473,beauty
fixed_239.json,5,0,1,0.0,0,1,554,3852,3852,70,1268,,,6.073,fashion
fixed_240.json,4,0,1,0.3333333333333333,0,1,554,2466,2466,53,998,,,4.473,electronics
fixed_241.json,6,1,1,1.0,0,1,554,4409,4409,80,1044,,,7.673,fashion
fixed_242.json,6,1,1,1.0,0,1,554,4238,4238,81,989,,,7.673,furniture
fixed_243.json,5,0,1,0.6666666666666666,0,1,554,3336,3336,60,982,,,6.073,beauty
fixed_244.json,5,1,1,1.0,0,1,554,3377,3377,67,1009,,,6.073,food
fixed_245.json,8,1,1,1.0,1,1,554,7804,7804,131,1485,,,11.073,furniture
fixed_246.json,4,1,1,1.0,0,1,554,2429,2429,51,985,,,4.473,electronics
fixed_247.json,6,0,1,0.6666666666666666,1,1,554,4242,4242,96,1009,,,8.473,beauty
fixed_248.json,5,1,1,1.0,0,1,554,3453,3453,63,1050,,,6.073,fashion
fixed_249.json,4,0,1,0.1666666666666666,0,1,554,2249,2249,48,877,,,4.473,beauty
fixed_250.json,5,0,1,0.75,1,1,554,3427,3427,64,1011,,,6.073,food
fixed_251.json,5,0,1,0.8,0,1,554,3332,3332,70,980,,,6.073,furniture
fixed_252.json,5,0,1,0.5,0,1,554,3292,3292,68,964,,,6.073,beauty
fixed_253.json,5,1,1,1.0,0,1,554,3489,3489,69,1071,,,6.073,fashion
fixed_254.json,15,0,0,0.0,1,0,554,20958,20958,248,1779,,,14.773,beauty
fixed_255.json,6,1,1,1.0,0,1,554,4828,4828,89,1176,,,7.673,food
fixed_256.json,4,1,1,1.0,0,1,554,2283,2283,49,905,,,4.473,beauty
fixed_257.json,7,1,1,1.0,1,1,554,5716,5716,95,1228,,,8.273,electronics
fixed_258.json,6,1,1,1.0,0,1,554,4261,4261,79,1001,,,7.673,fashion
fixed_259.json,14,0,1,0.5,1,1,554,19431,19431,210,2139,,,13.373,furniture
fixed_260.json,5,0,1,0.5,0,1,554,3574,3574,68,1098,,,6.073,furniture
fixed_261.json,6,0,1,0.5,0,1,554,4303,4303,83,1018,,,7.673,furniture
fixed_262.json,6,0,1,0.0,1,1,554,4204,4204,90,1003,,,8.473,beauty
fixed_263.json,9,0,1,0.3333333333333333,1,1,554,8345,8345,140,1388,,,12.873,beauty
fixed_264.json,6,0,1,0.0333333333333333,1,1,554,4176,4176,83,998,,,8.473,electronics
fixed_265.json,6,0,1,0.6666666666666666,1,1,554,4383,4383,87,1069,,,8.473,electronics
fixed_266.json,4,1,1,1.0,0,1,554,2325,2325,48,931,,,4.473,furniture
fixed_267.json,5,0,1,0.5,0,1,554,3627,3627,73,1094,,,6.073,electronics
fixed_268.json,5,0,1,0.0,1,1,554,3158,3158,65,938,,,6.873,electronics
fixed_269.json,5,1,1,1.0,0,1,554,3234,3234,69,970,,,6.073,furniture
fixed_270.json,4,0,1,0.0,0,1,554,2601,2601,63,1067,,,4.473,electronics
fixed_271.json,4,1,1,1.0,0,1,554,2388,2388,49,969,,,4.473,electronics
fixed_272.json,7,1,1,1.0,1,1,554,5962,5962,115,1237,,,8.873,electronics
fixed_273.json,6,0,1,0.1,0,1,554,4768,4768,78,1283,,,6.973,food
fixed_274.json,7,0,1,0.75,1,1,554,5581,5581,112,1160,,,10.073,fashion
fixed_275.json,4,0,1,0.75,0,1,554,2297,2297,50,913,,,4.473,furniture
fixed_276.json,5,1,1,1.0,0,1,554,3357,3357,64,1013,,,6.073,fashion
fixed_277.json,6,1,1,1.0,0,1,554,4210,4210,84,976,,,7.673,fashion
fixed_278.json,6,1,1,1.0,0,1,554,4829,4829,75,1181,,,7.673,fashion
fixed_279.json,5,1,1,1.0,0,1,554,3451,3451,60,1022,,,6.073,electronics
fixed_280.json,9,0,1,0.75,1,1,554,8837,8837,139,1500,,,12.873,food
fixed_281.json,6,1,1,1.0,0,1,554,4633,4633,84,1110,,,7.673,fashion
fixed_282.json,4,1,1,1.0,0,1,554,2399,2399,48,970,,,4.473,fashion
fixed_283.json,4,0,1,0.75,0,1,554,2295,2295,50,906,,,4.473,beauty
fixed_284.json,5,1,1,1.0,0,1,554,3817,3817,91,1229,,,6.073,fashion
fixed_285.json,5,0,1,0.3333333333333333,0,1,554,3154,3154,65,920,,,6.073,food
fixed_286.json,10,0,1,0.06,1,1,554,9543,9543,160,1481,,,14.573,food
fixed_287.json,5,1,1,1.0,0,1,554,3560,3560,89,1063,,,6.073,electronics
fixed_288.json,5,1,1,1.0,0,1,554,3684,3684,81,1122,,,6.073,food
fixed_289.json,4,0,1,0.6666666666666666,0,1,554,2357,2357,49,941,,,4.473,furniture
fixed_290.json,5,0,1,0.5,0,1,554,3651,3651,74,1107,,,6.073,food
fixed_291.json,15,0,0,0.0,1,0,554,27823,27823,239,2905,,,17.773,electronics
fixed_292.json,4,1,1,1.0,0,1,554,2335,2335,50,937,,,4.473,furniture
fixed_293.json,4,1,1,1.0,0,1,554,2368,2368,46,959,,,4.473,fashion
fixed_294.json,6,0,1,0.05,0,1,554,4226,4226,76,982,,,7.673,fashion
fixed_295.json,5,1,1,1.0,0,1,554,3295,3295,66,972,,,6.073,furniture
fixed_296.json,5,1,1,1.0,0,1,554,3418,3418,75,1013,,,6.073,beauty
fixed_297.json,6,0,1,0.75,0,1,554,4512,4512,86,1077,,,7.673,fashion
fixed_298.json,4,0,1,0.5,0,1,554,2239,2239,71,882,,,4.473,beauty
fixed_299.json,5,1,1,1.0,0,1,554,3225,3225,69,944,,,6.073,fashion
fixed_300.json,4,0,1,0.8571428571428571,0,1,554,2429,2429,51,969,,,4.473,beauty
fixed_301.json,5,1,1,1.0,0,1,554,3335,3335,65,982,,,6.073,furniture
fixed_302.json,4,1,1,1.0,0,1,554,2442,2442,60,974,,,4.473,food
fixed_303.json,5,1,1,1.0,0,1,554,3294,3294,63,982,,,6.073,fashion
